,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
167,Eric Garcia,ESP,DF,Manchester City,19,2001,6,3,383,4.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,325,342,95.0,5830,1856,131,134,97.8,170,174,97.7,23,30,76.7,0,0.0,0.1,0.0,1,22,0,0,13,342,337,4,2,1,1,0,2,0,0,0,0,325,1,0,2,0.47,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,8,7,5,3,0,5,7,71.4,2,4,1,3,4,12,10,0,380,25,103,264,13,1,380,0,0,0.0,4,0,307,0,64,11.2,90.0,3,3,38.0,16,1.67,8,12,-4,-0.94,-2.57,4.0,6.7,-2.6,-0.61,-1.82,0,4,2,0,0,7,0,1,0,19,3,8,27.3,0,2,0,0.0,0.47,0.0,0.0,0.0,22.5,0,0.04,-0.1,-0.1
168,Dwight Gayle,ENG,"FW,MF",Newcastle Utd,29,1990,18,4,514,5.7,1,1,1,0,0,0,0,0.18,0.18,0.35,0.18,0.35,2.9,2.9,0.3,3.3,0.51,0.06,0.57,0.51,0.57,96,118,81.4,1144,147,64,68,94.1,20,29,69.0,2,4,50.0,1,0.3,0.2,0.7,6,3,2,0,4,118,103,14,0,1,0,5,4,0,0,0,0,96,1,3,12,2.1,8,1,0,2,1,0,1,0.17,1,0,0,0,0,0,2,0,1,1,0,0,7,0.0,7,3,1,2,1,3,2,0,154,4,17,64,73,23,154,1,2,50.0,8,1,104,30,29,15.0,70.0,1,14,17.0,9,0.94,5,9,-4,-0.7,-0.33,8.1,10.2,-2.1,-0.36,0.03,0,6,6,3,5,0,0,0,0,9,11,16,40.7,1,16,6,37.5,2.8,1.05,0.06,0.17,10.8,1,0.2,-1.9,-1.9
169,Jean-Philippe Gbamin,CIV,MF,Everton,24,1995,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,66.7,115,41,1,2,50.0,5,6,83.3,0,0,0.0,0,0.0,0.0,0.0,0,2,0,0,2,9,9,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,1,0,1,0,1,1,0,14,1,1,7,6,0,14,0,1,0.0,0,1,8,0,12,0.4,0.0,0,1,12.0,0,1.0,0,1,-1,-7.5,-7.5,0.2,0.3,-0.1,-0.93,-0.81,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
171,Anwar El Ghazi,NED,FW,Aston Villa,25,1995,28,17,1613,17.9,10,0,6,4,4,2,0,0.56,0.0,0.56,0.33,0.33,8.4,5.3,1.8,7.1,0.47,0.1,0.57,0.3,0.39,432,628,68.8,6167,1686,268,330,81.2,104,154,67.5,33,69,47.8,0,1.8,2.1,-1.8,26,24,19,8,32,628,578,48,11,0,3,87,16,21,15,5,1,432,2,32,65,3.62,37,9,6,7,6,0,2,0.11,1,0,0,1,0,0,16,13,6,7,3,7,23,30.4,16,11,0,11,6,22,11,0,832,24,72,280,487,71,828,26,49,53.1,48,35,640,117,58,47.2,81.0,6,11,21.0,6,1.25,23,22,1,0.06,-0.34,26.4,23.7,2.7,0.15,0.21,0,18,28,5,87,13,0,0,0,67,28,49,36.4,10,60,26,43.3,3.35,1.45,0.1,0.23,21.7,6,0.09,1.6,0.7
172,Kieran Gibbs,ENG,DF,West Brom,30,1989,10,9,809,9.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,0.01,0.04,0.05,0.01,0.05,222,313,70.9,3388,1278,125,144,86.8,80,110,72.7,12,44,27.3,0,0.4,0.2,-0.4,4,18,4,3,12,313,273,38,2,0,0,11,36,0,0,0,0,222,2,3,6,0.67,5,0,0,0,0,1,1,0.11,1,0,0,0,0,0,15,11,11,3,1,8,10,80.0,2,8,6,2,16,31,30,1,396,53,158,172,68,4,396,2,2,100.0,9,1,190,9,81,23.7,85.0,8,1,45.0,7,0.6,10,22,-12,-1.33,-0.34,6.3,18.0,-11.7,-1.3,-0.6,0,6,2,0,11,11,0,0,0,47,9,16,36.0,0,1,0,0.0,0.11,0.0,0.0,0.0,12.0,0,0.06,-0.1,-0.1
173,Morgan Gibbs-White,ENG,"MF,FW",Wolves,20,2000,11,4,414,4.6,1,0,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22,0.8,0.8,0.4,1.2,0.17,0.09,0.25,0.17,0.25,193,236,81.8,2799,646,109,127,85.8,58,69,84.1,14,23,60.9,0,0.4,0.3,-0.4,8,20,3,0,18,236,229,7,3,0,2,11,3,1,0,1,0,193,0,4,16,3.48,13,1,0,1,1,0,1,0.22,0,0,0,1,0,0,9,7,3,4,2,5,12,41.7,7,6,0,6,3,12,1,0,299,3,21,152,130,11,299,8,13,61.5,18,5,236,19,38,12.1,73.0,1,7,17.0,9,0.73,4,6,-2,-0.43,-0.02,4.6,5.1,-0.6,-0.12,0.25,0,5,10,1,11,7,0,0,0,27,2,7,22.2,1,10,4,40.0,2.17,0.87,0.1,0.25,21.1,0,0.08,0.2,0.2
174,Billy Gilmour,SCO,MF,Chelsea,19,2001,5,3,261,2.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.02,0.06,0.07,0.02,0.07,198,228,86.8,3326,602,99,106,93.4,80,94,85.1,16,19,84.2,0,0.2,0.2,-0.2,3,21,1,0,7,228,224,3,3,1,4,2,0,0,0,0,0,198,1,3,4,1.38,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,1,2,1,2,7,28.6,5,3,2,1,3,7,1,0,246,3,53,143,51,0,246,1,4,25.0,2,0,201,1,52,7.6,75.0,2,2,18.0,12,1.2,5,2,3,1.03,0.49,3.7,2.8,1.0,0.34,-0.55,0,2,2,0,2,2,0,1,0,11,2,2,50.0,0,1,0,0.0,0.34,0.0,0.0,0.0,22.6,0,0.05,-0.1,-0.1
175,Olivier Giroud,FRA,FW,Chelsea,33,1986,17,8,748,8.3,4,0,4,0,0,1,0,0.48,0.0,0.48,0.48,0.48,4.2,4.2,1.1,5.3,0.51,0.13,0.64,0.51,0.64,157,223,70.4,1602,196,105,138,76.1,18,25,72.0,5,5,100.0,0,1.1,0.3,-1.1,6,5,1,0,3,223,217,6,0,0,0,2,2,0,0,0,0,157,0,7,15,1.8,11,0,0,3,0,1,0,0.0,0,0,0,0,0,0,4,2,0,1,3,1,7,14.3,6,4,1,3,5,9,10,0,306,11,40,128,140,51,306,2,2,100.0,17,6,225,40,44,21.9,73.0,1,9,18.0,18,1.76,9,5,4,0.48,-0.13,14.0,6.0,8.0,0.96,0.15,0,15,6,6,2,2,0,0,0,22,23,33,41.1,4,29,10,34.5,3.49,1.2,0.14,0.4,11.6,0,0.15,-0.2,-0.2
176,Ben Godfrey,ENG,DF,Everton,22,1998,31,29,2685,29.8,0,2,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,1.0,1.0,0.8,1.8,0.03,0.03,0.06,0.03,0.06,1109,1329,83.4,19284,5595,476,538,88.5,529,582,90.9,86,151,57.0,2,0.8,0.4,1.2,4,63,7,2,43,1329,1211,117,10,1,4,6,103,0,0,0,0,1109,1,25,14,0.47,7,0,2,2,1,2,2,0.07,1,0,0,1,0,0,55,33,37,15,3,27,41,65.9,14,56,37,19,33,88,120,0,1687,207,846,736,125,16,1687,9,12,75.0,27,6,960,5,87,78.5,90.0,29,2,38.0,2,1.52,31,35,-4,-0.13,-0.5,31.8,39.4,-7.6,-0.26,-0.65,0,15,17,4,6,33,0,1,1,136,57,32,64.0,0,14,2,14.3,0.47,0.07,0.0,0.0,16.1,0,0.07,-1.0,-1.0
177,Andre Gomes,POR,MF,Everton,27,1993,28,17,1570,17.4,0,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,0.5,0.5,1.0,1.4,0.03,0.06,0.08,0.03,0.08,752,908,82.8,13045,3344,351,392,89.5,282,315,89.5,82,126,65.1,1,1.0,0.8,0.0,15,79,14,2,73,908,887,14,8,2,16,23,2,3,2,0,0,752,7,11,42,2.41,37,2,1,2,0,0,3,0.17,3,0,0,0,0,0,35,23,16,16,3,17,58,29.3,41,19,1,18,10,45,12,1,1082,30,221,642,231,12,1082,31,48,64.6,30,31,768,21,56,45.9,76.0,7,11,26.0,6,1.61,24,22,2,0.11,0.26,23.3,23.4,-0.1,-0.01,0.21,0,35,14,2,23,23,0,1,0,126,19,14,57.6,0,14,3,21.4,0.8,0.17,0.0,0.0,26.7,0,0.03,-0.5,-0.5
178,Joe Gomez,ENG,DF,Liverpool,23,1997,7,6,590,6.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,500,558,89.6,9898,3239,160,177,90.4,283,293,96.6,51,77,66.2,0,0.0,0.1,0.0,1,27,0,0,26,558,543,14,13,0,9,0,1,0,0,0,0,500,1,1,2,0.31,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,1,1,1,0,4,0.0,4,3,2,1,4,7,29,0,604,64,237,364,5,0,604,4,4,100.0,2,3,431,1,84,17.3,85.0,5,1,80.0,0,2.0,15,14,1,0.15,-0.64,14.0,7.5,6.5,1.0,0.42,0,6,6,0,0,2,0,1,0,35,21,18,53.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
179,Anthony Gordon,ENG,"FW,MF",Everton,19,2001,3,1,88,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,22,27,81.5,293,65,15,15,100.0,5,5,100.0,2,4,50.0,0,0.0,0.0,0.0,1,1,2,0,2,27,25,2,1,0,0,1,1,0,0,0,0,22,0,0,1,1.02,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,3,0,0,0,2,0.0,2,1,0,1,1,4,3,0,45,2,14,17,15,2,45,2,6,33.3,5,2,26,4,29,2.6,54.0,0,2,17.0,8,2.0,0,0,0,0.0,0.03,0.7,0.9,-0.3,-0.28,-0.17,0,0,2,1,1,3,0,0,0,6,1,1,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
180,Karlan Grant,ENG,"FW,MF",West Brom,22,1997,21,14,1127,12.5,1,0,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,1.8,1.8,0.2,2.0,0.15,0.02,0.16,0.15,0.16,164,234,70.1,1990,336,110,141,78.0,34,45,75.6,6,12,50.0,0,0.2,0.3,-0.2,3,5,5,0,11,234,221,11,0,0,1,14,1,0,0,0,0,164,2,12,15,1.2,11,0,0,3,1,0,2,0.16,1,0,0,1,0,0,5,3,3,2,0,2,4,50.0,2,7,0,7,5,10,17,0,351,17,46,138,169,35,351,9,16,56.3,31,17,236,62,54,33.0,71.0,1,7,20.0,10,0.43,7,26,-19,-1.52,-0.65,8.8,18.8,-10.0,-0.8,0.07,0,9,13,6,14,3,0,0,0,27,14,59,19.2,1,16,9,56.3,1.28,0.72,0.06,0.11,15.7,1,0.12,-0.8,-0.8
181,Demarai Gray,ENG,FW,Leicester City,24,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.32,0.0,0.32,0.32,0.32,7,11,63.6,82,3,3,3,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,11,11,0,0,0,0,2,0,0,0,0,0,7,0,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,13,0,1,1,11,1,13,0,1,0.0,1,0,9,2,19,0.6,0.0,0,1,19.0,0,1.0,1,0,1,4.74,4.29,0.3,0.0,0.3,1.37,1.11,0,0,0,0,2,1,0,0,0,1,0,0,0.0,0,1,0,0.0,4.74,0.0,0.0,0.0,29.7,1,0.07,-0.1,-0.1
182,Jack Grealish,ENG,"FW,MF",Aston Villa,24,1995,26,24,2185,24.3,6,10,6,0,0,6,0,0.25,0.41,0.66,0.25,0.66,4.6,4.6,7.4,12.0,0.19,0.3,0.5,0.19,0.5,872,1105,78.9,12898,4407,500,572,87.4,267,321,83.2,58,110,52.7,10,7.4,6.5,2.6,81,91,69,3,136,1105,977,124,38,2,4,76,29,43,20,5,5,872,4,36,170,7.01,120,14,14,5,15,2,20,0.82,17,0,0,0,3,0,31,14,8,16,7,15,24,62.5,9,20,3,17,12,43,5,3,1354,19,124,508,754,154,1354,65,101,64.4,55,39,1008,134,84,63.9,89.0,22,2,23.0,0,1.65,40,28,12,0.49,0.71,36.3,33.4,2.9,0.12,0.23,0,40,110,7,76,14,2,0,0,125,25,27,48.1,6,50,17,34.0,2.06,0.7,0.12,0.35,17.0,2,0.09,1.4,1.4
183,Mason Greenwood,ENG,FW,Manchester Utd,18,2001,31,21,1822,20.2,7,2,7,0,0,2,0,0.35,0.1,0.44,0.35,0.44,6.0,6.0,2.2,8.2,0.29,0.11,0.4,0.29,0.4,614,747,82.2,8841,1423,370,417,88.7,175,203,86.2,39,62,62.9,2,2.2,2.3,-0.2,14,22,21,3,38,747,737,9,2,2,11,30,2,4,0,0,0,614,1,14,50,2.47,30,1,6,8,5,0,5,0.25,3,0,1,1,0,0,13,10,6,4,3,5,22,22.7,17,9,0,9,5,18,1,0,957,4,94,386,488,99,957,36,66,54.5,35,29,808,125,59,53.3,78.0,7,10,19.0,4,1.77,39,23,16,0.79,0.06,32.1,23.9,8.2,0.41,-0.17,0,17,20,4,30,10,0,0,0,79,6,14,30.0,7,67,23,34.3,3.31,1.14,0.1,0.3,16.8,0,0.09,1.0,1.0
184,Pascal Gross,GER,"MF,DF",Brighton,29,1991,34,27,2484,27.6,3,8,0,3,4,3,0,0.11,0.29,0.4,0.0,0.29,4.9,1.7,5.2,6.9,0.18,0.19,0.36,0.06,0.25,1281,1705,75.1,23250,6783,557,653,85.3,499,600,83.2,178,345,51.6,8,5.2,5.1,2.8,70,102,46,17,120,1705,1439,260,63,1,24,219,56,137,47,68,1,1281,6,30,127,4.6,74,44,1,4,3,1,10,0.36,7,3,0,0,0,0,45,24,24,15,6,24,53,45.3,29,25,4,21,23,68,18,1,1897,43,338,879,690,65,1893,9,20,45.0,35,17,1256,111,73,72.6,89.0,24,7,13.0,4,1.06,27,28,-1,-0.04,0.44,36.1,24.3,11.8,0.43,0.07,0,19,16,5,219,24,1,0,0,149,22,43,33.8,3,28,4,14.3,1.01,0.14,0.0,0.0,22.2,6,0.06,-1.9,-1.7
185,Kamil Grosicki,POL,"MF,FW",West Brom,32,1988,3,2,148,1.6,0,1,0,0,0,0,0,0.0,0.61,0.61,0.0,0.61,0.1,0.1,0.3,0.4,0.07,0.19,0.26,0.07,0.26,30,45,66.7,455,110,14,18,77.8,12,15,80.0,2,9,22.2,1,0.3,0.1,0.7,3,3,1,0,3,45,43,2,0,0,0,5,0,2,1,1,0,30,0,1,4,2.43,3,0,0,1,0,0,2,1.22,2,0,0,0,0,0,2,1,2,0,0,2,8,25.0,6,1,0,1,2,4,1,0,59,1,9,18,32,2,59,0,1,0.0,2,1,37,6,49,4.3,69.0,0,1,11.0,7,1.0,4,5,-1,-0.61,0.49,2.5,3.1,-0.6,-0.34,0.52,0,1,0,0,5,1,0,0,0,6,0,2,0.0,0,3,0,0.0,1.82,0.0,0.0,0.0,22.7,0,0.04,-0.1,-0.1
187,Ilkay Gundogan,GER,MF,Manchester City,29,1990,28,23,2029,22.5,13,2,12,1,2,1,0,0.58,0.09,0.67,0.53,0.62,9.0,7.4,3.5,10.9,0.4,0.15,0.55,0.33,0.48,1583,1751,90.4,22988,4673,888,942,94.3,525,569,92.3,84,118,71.2,2,3.5,3.3,-1.5,40,133,31,1,102,1751,1693,53,28,4,9,30,2,20,4,7,0,1583,5,17,88,3.91,67,4,6,6,2,3,9,0.4,3,1,2,1,1,1,25,15,8,12,5,10,39,25.6,29,13,4,9,20,45,9,0,1921,21,199,1072,661,77,1919,27,39,69.2,30,13,1591,76,72,59.3,84.0,16,5,19.0,6,2.36,55,16,39,1.73,0.95,43.1,16.0,27.1,1.2,0.5,0,8,26,1,30,15,1,0,0,132,11,13,45.8,13,52,21,40.4,2.31,0.93,0.23,0.57,17.3,4,0.14,4.0,4.6
188,Antwoine Hackford,ENG,DF,Sheffield Utd,16,2004,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.84,0.0,0.84,0.84,0.84,1,1,100.0,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,3,0,0,0.0,0,0,2,0,11,0.3,0.0,0,1,11.0,0,0.0,0,0,0,0.0,1.14,0.2,0.1,0.1,0.91,1.69,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,1,0,0.0,8.18,0.0,0.0,0.0,10.9,0,0.1,-0.1,-0.1
189,Sebastien Haller,CIV,FW,West Ham,26,1994,16,10,937,10.4,3,0,3,0,0,0,0,0.29,0.0,0.29,0.29,0.29,2.9,2.9,1.4,4.3,0.28,0.14,0.41,0.28,0.41,158,248,63.7,2283,509,100,138,72.5,33,54,61.1,16,23,69.6,0,1.4,1.5,-1.4,10,15,5,1,15,248,245,2,0,0,2,2,0,0,0,0,0,158,1,5,16,1.54,13,0,0,0,3,0,0,0.0,0,0,0,0,0,0,14,9,1,6,7,4,20,20.0,16,7,1,6,5,19,7,0,371,13,30,186,158,49,371,9,13,69.2,41,22,291,43,59,27.4,84.0,7,6,17.0,0,1.56,11,12,-1,-0.1,-0.68,10.7,15.2,-4.5,-0.43,-0.84,0,24,15,10,2,9,0,0,0,24,67,69,49.3,3,25,11,44.0,2.4,1.06,0.12,0.27,10.2,0,0.11,0.1,0.1
190,Rekeem Harper,ENG,MF,West Brom,20,2000,2,0,32,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,14,17,82.4,243,41,7,8,87.5,6,6,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1,17,17,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,2,1,1,0,0,22,0,1,18,4,0,22,2,2,100.0,2,0,14,1,16,0.9,0.0,0,2,16.0,8,0.0,0,2,-2,-5.63,-4.59,0.2,1.7,-1.5,-4.33,-3.52,0,1,0,0,0,0,0,0,0,2,1,0,100.0,0,1,1,100.0,2.81,2.81,0.0,0.0,26.1,0,0.03,0.0,0.0
191,Jack Harrison,ENG,"MF,FW",Leeds United,23,1996,36,34,2847,31.6,8,8,8,0,0,2,0,0.25,0.25,0.51,0.25,0.51,5.8,5.8,6.5,12.4,0.18,0.21,0.39,0.18,0.39,778,1182,65.8,11941,3703,424,517,82.0,262,377,69.5,57,148,38.5,8,6.5,5.0,1.5,59,48,52,12,91,1182,1109,63,9,2,7,167,16,38,23,10,0,778,10,47,118,3.73,96,8,5,7,1,1,16,0.51,12,1,2,0,0,1,63,38,20,30,13,26,59,44.1,33,30,2,28,15,78,21,0,1528,37,284,511,745,113,1528,42,78,53.8,95,63,1073,172,79,83.2,82.0,22,2,36.0,0,1.53,54,45,9,0.28,0.44,48.0,46.7,1.2,0.04,0.58,0,28,23,12,167,38,0,0,0,153,26,40,39.4,8,45,19,42.2,1.42,0.6,0.18,0.42,15.6,1,0.13,2.2,2.2
192,Kortney Hause,ENG,DF,Aston Villa,25,1995,7,7,630,7.0,1,0,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14,1.0,1.0,0.0,1.0,0.15,0.0,0.15,0.15,0.15,173,232,74.6,3538,1459,49,64,76.6,99,115,86.1,23,48,47.9,0,0.0,0.0,0.0,0,13,0,0,9,232,223,9,9,0,6,0,0,0,0,0,0,173,0,3,1,0.14,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,4,2,3,1,0,0,3,0.0,3,4,2,2,8,12,53,0,314,58,180,124,12,9,314,0,0,0.0,1,0,138,0,90,18.4,90.0,7,0,0.0,10,2.0,13,6,7,1.0,0.94,12.3,8.8,3.5,0.49,0.56,0,5,3,0,0,2,0,0,0,33,39,17,69.6,1,5,1,20.0,0.71,0.14,0.2,1.0,7.9,0,0.21,0.0,0.0
193,Kai Havertz,GER,"MF,FW",Chelsea,21,1999,27,18,1520,16.9,4,3,4,0,0,2,0,0.24,0.18,0.41,0.24,0.41,5.5,5.5,1.3,6.8,0.33,0.08,0.4,0.33,0.4,658,788,83.5,8252,1335,412,449,91.8,167,190,87.9,23,31,74.2,3,1.3,1.9,1.7,18,38,20,1,44,788,766,18,3,2,2,11,7,0,0,0,0,658,4,28,49,2.9,42,1,2,1,3,0,7,0.41,5,0,0,0,2,0,18,9,6,10,2,6,27,22.2,21,25,0,25,4,22,22,1,997,23,103,495,407,79,997,19,37,51.4,56,25,784,121,56,44.4,78.0,8,9,13.0,4,1.41,31,15,16,0.95,0.66,28.7,12.5,16.2,0.96,0.2,0,27,15,7,11,9,2,0,0,71,28,32,46.7,4,33,16,48.5,1.95,0.95,0.12,0.25,13.1,0,0.17,-1.5,-1.5
194,Isaac Hayden,ENG,"MF,DF",Newcastle Utd,25,1995,24,22,1942,21.6,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,0.03,0.01,0.04,0.03,0.04,657,834,78.8,11000,2618,288,334,86.2,301,348,86.5,42,79,53.2,0,0.3,0.2,-0.3,7,44,4,2,27,834,761,71,28,1,6,19,25,0,0,0,0,657,2,34,22,1.02,15,0,1,1,2,3,0,0.0,0,0,0,0,0,0,52,29,23,22,7,14,35,40.0,21,32,9,23,43,95,47,0,1062,68,334,575,161,15,1062,7,10,70.0,20,14,532,13,81,56.8,86.0,19,2,27.0,3,1.0,22,33,-11,-0.51,-0.21,20.9,33.1,-12.2,-0.56,-0.4,0,38,17,1,19,29,0,0,0,116,56,34,62.2,0,16,2,12.5,0.74,0.09,0.0,0.0,20.4,0,0.04,-0.7,-0.7
195,Michael Hector,JAM,DF,Fulham,28,1992,4,3,263,2.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,148,187,79.1,3354,1366,37,40,92.5,82,89,92.1,29,56,51.8,0,0.0,0.0,0.0,1,11,1,0,11,187,176,11,10,0,1,0,1,0,0,0,0,148,0,1,3,1.03,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,3,2,1,2,0,1,6,16.7,5,4,2,2,0,3,6,0,211,27,118,92,4,1,211,3,3,100.0,3,0,147,0,66,7.7,79.0,2,1,26.0,23,0.25,3,10,-7,-2.4,-1.85,2.2,4.8,-2.6,-0.9,-0.63,0,5,3,0,0,2,0,0,0,19,6,4,60.0,0,1,0,0.0,0.34,0.0,0.0,0.0,10.7,0,0.05,-0.1,-0.1
196,Ahmed Hegazi,EGY,DF,West Brom,29,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,57,66.7,742,399,13,18,72.2,19,26,73.1,6,11,54.5,0,0.0,0.0,0.0,0,1,0,0,2,57,55,1,1,0,0,0,0,0,0,0,0,38,1,1,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,2,1,1,7,0,70,15,52,19,0,0,70,0,0,0.0,3,0,32,0,90,2.6,90.0,1,0,0.0,1,1.0,0,0,0,0.0,1.11,0.8,1.1,-0.3,-0.3,0.56,0,0,0,0,0,0,0,0,0,8,5,2,71.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
