,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
161,Anwar El Ghazi,NED,"FW,MF",Aston Villa,24,1995,34,26,2051,22.8,4,4,3,1,1,3,0,0.18,0.18,0.35,0.13,0.31,6.2,5.4,2.7,8.2,0.27,0.12,0.39,0.24,0.36,390,607,64.3,5945,1595,234,294,79.6,93,160,58.1,39,80,48.8,4,2.7,1.9,1.3,30,20,21,14,28,607,564,39,3,1,9,107,17,18,3,7,2,390,4,35,59,2.59,39,7,5,5,3,0,6,0.26,4,0,2,0,0,0,20,11,12,5,3,8,26,30.8,18,10,1,9,13,33,16,1,833,21,112,273,460,64,832,29,52,55.8,54,35,600,101,60,60.0,74.0,9,8,17.0,3,0.85,26,48,-22,-0.97,-0.7,29.8,42.3,-12.4,-0.55,0.18,0,20,17,12,107,11,0,0,0,75,31,57,35.2,4.0,51.0,19.0,37.3,2.24,0.83,0.06,0.16,18.9,5.0,0.11,-2.2,-2.4
162,Morgan Gibbs-White,ENG,"MF,FW",Wolves,19,2000,7,1,129,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,64,83,77.1,962,230,32,37,86.5,26,33,78.8,2,6,33.3,0,0.1,0.1,-0.1,3,3,2,0,5,83,80,2,1,1,0,2,1,0,0,0,0,64,1,2,4,2.79,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,0,0,93,1,8,47,39,4,93,1,3,33.3,7,0,78,8,18,3.8,66.0,0,6,11.0,19,1.43,2,2,0,0.0,-0.3,2.4,3.1,-0.8,-0.53,-0.99,0,2,1,0,2,0,0,0,0,6,4,2,66.7,0.0,2.0,0.0,0.0,1.4,0.0,0.0,0.0,14.2,0.0,0.05,-0.1,-0.1
163,Billy Gilmour,SCO,MF,Chelsea,18,2001,6,2,194,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.01,0.06,0.07,0.01,0.07,155,173,89.6,2643,649,72,79,91.1,64,67,95.5,14,18,77.8,0,0.1,0.1,-0.1,4,6,1,0,12,173,171,2,2,0,0,1,0,0,0,0,0,155,0,0,6,2.78,5,0,0,0,1,0,1,0.46,1,0,0,0,0,0,5,2,3,2,0,2,4,50.0,2,2,0,2,3,8,3,1,195,4,50,119,28,2,195,2,5,40.0,3,3,151,2,32,5.7,85.0,1,4,6.0,5,2.67,8,3,5,2.32,2.04,4.1,2.0,2.1,0.99,0.2,0,3,1,0,1,2,0,0,0,15,2,5,28.6,0.0,1.0,0.0,0.0,0.46,0.0,0.0,0.0,26.2,0.0,0.02,0.0,0.0
164,Olivier Giroud,FRA,FW,Chelsea,32,1986,18,12,993,11.0,8,0,8,0,0,1,0,0.73,0.0,0.73,0.73,0.73,7.3,7.3,0.9,8.2,0.66,0.08,0.74,0.66,0.74,204,301,67.8,2139,244,144,203,70.9,36,51,70.6,2,7,28.6,0,0.9,1.0,-0.9,8,7,3,0,6,301,276,25,0,1,1,2,0,0,0,0,0,204,0,5,24,2.17,17,0,1,4,2,0,4,0.36,2,0,1,1,0,0,8,3,2,5,1,1,11,9.1,10,14,1,13,2,10,13,0,416,15,26,224,168,65,416,3,4,75.0,15,8,306,58,55,29.0,71.0,0,6,23.0,7,1.78,20,16,4,0.36,-0.05,19.1,9.9,9.2,0.83,0.04,0,17,9,9,2,3,0,0,0,22,50,49,50.5,8.0,39.0,19.0,48.7,3.53,1.72,0.21,0.42,11.5,1.0,0.19,0.7,0.7
165,Ben Godfrey,ENG,DF,Norwich City,21,1998,30,30,2644,29.4,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.02,0.0,0.03,0.02,0.03,1470,1675,87.8,27514,8888,577,614,94.0,726,786,92.4,151,234,64.5,0,0.1,0.5,-0.1,3,64,2,0,56,1675,1634,40,29,1,28,3,11,0,0,0,0,1470,1,16,14,0.48,10,0,0,3,0,1,1,0.03,1,0,0,0,0,0,22,14,18,3,1,10,18,55.6,8,41,37,4,25,47,152,3,1969,360,1238,684,66,12,1969,8,12,66.7,13,4,1360,1,88,77.3,88.0,28,0,0.0,1,0.6,21,62,-41,-1.4,-0.47,28.2,52.9,-24.7,-0.84,-0.29,0,15,9,0,3,14,0,1,1,162,66,40,62.3,0.0,15.0,6.0,40.0,0.51,0.2,0.0,0.0,18.2,0.0,0.05,-0.7,-0.7
166,Andre Gomes,POR,MF,Everton,26,1993,19,17,1458,16.2,0,1,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.1,1.2,0.01,0.07,0.08,0.01,0.08,726,867,83.7,14718,4049,271,306,88.6,319,351,90.9,120,172,69.8,1,1.1,1.1,-0.1,11,86,12,2,65,867,839,26,14,3,33,12,2,1,1,0,0,726,2,10,31,1.91,27,1,2,0,1,0,2,0.12,1,0,0,0,1,0,22,15,7,11,4,8,62,12.9,54,20,3,17,7,29,7,0,985,31,219,632,145,10,985,25,35,71.4,20,23,700,12,77,42.6,83.0,13,2,20.0,0,1.26,15,20,-5,-0.31,0.01,17.6,18.3,-0.6,-0.04,-0.18,0,38,19,0,12,15,0,1,0,122,17,12,58.6,0.0,5.0,0.0,0.0,0.31,0.0,0.0,0.0,23.5,0.0,0.03,-0.2,-0.2
167,Angel Gomes,ENG,MF,Manchester Utd,18,2000,2,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.59,0.59,0.0,0.59,11,13,84.6,214,85,4,5,80.0,4,5,80.0,2,2,100.0,0,0.1,0.2,-0.1,2,3,3,0,3,13,13,0,0,1,1,0,0,0,0,0,0,11,0,0,2,8.57,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,16,0,1,10,5,1,16,0,0,0.0,1,0,15,0,11,0.6,0.0,0,2,11.0,3,1.5,0,1,-1,-4.29,-5.11,0.2,0.2,0.0,0.07,-0.57,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Joe Gomez,ENG,DF,Liverpool,22,1997,28,22,2004,22.3,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,1766,2015,87.6,34423,10715,565,632,89.4,1008,1072,94.0,176,277,63.5,0,0.2,0.4,-0.2,5,107,10,3,83,2015,1968,44,29,1,15,9,15,0,0,0,0,1766,3,10,22,0.99,20,0,0,1,0,1,4,0.18,3,0,0,1,0,0,23,16,17,6,0,9,20,45.0,11,15,8,7,38,61,64,2,2190,137,780,1353,64,1,2190,8,11,72.7,14,3,1605,5,72,58.6,88.0,21,6,12.0,9,2.64,53,16,37,1.66,0.71,42.2,20.9,21.4,0.96,0.34,0,21,13,0,9,16,0,1,0,151,68,49,58.1,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,30.4,0.0,0.03,0.0,0.0
169,Anthony Gordon,ENG,"MF,FW",Everton,18,2001,11,4,440,4.9,0,1,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2,0.3,0.3,0.4,0.7,0.06,0.08,0.14,0.06,0.14,93,121,76.9,1465,374,52,58,89.7,29,38,76.3,9,15,60.0,1,0.4,0.2,0.6,6,9,1,1,4,121,110,10,5,3,0,7,0,0,0,0,0,93,1,3,8,1.64,5,2,0,0,1,0,0,0.0,0,0,0,0,0,0,11,7,5,6,0,5,15,33.3,10,6,2,4,8,19,4,0,190,2,36,91,68,7,190,11,16,68.8,11,8,126,20,40,12.9,66.0,0,7,25.0,5,1.18,4,6,-2,-0.41,-0.11,5.1,7.2,-2.1,-0.43,-0.57,0,10,12,1,7,7,0,0,0,18,1,5,16.7,0.0,6.0,1.0,16.7,1.23,0.2,0.0,0.0,20.8,0.0,0.05,-0.3,-0.3
170,Dan Gosling,ENG,MF,Bournemouth,29,1990,24,14,1264,14.0,3,1,3,0,0,3,0,0.21,0.07,0.28,0.21,0.28,2.9,2.9,1.1,4.0,0.21,0.08,0.28,0.21,0.28,407,527,77.2,5848,1762,244,285,85.6,114,140,81.4,27,43,62.8,1,1.1,0.9,-0.1,10,40,5,2,39,527,514,12,5,1,1,3,3,0,0,0,0,407,1,20,23,1.64,15,0,1,2,4,1,2,0.14,1,0,0,1,0,0,26,10,14,9,3,6,27,22.2,21,31,11,20,20,46,26,0,720,41,196,367,160,32,720,4,14,28.6,30,21,439,37,53,37.0,78.0,7,10,17.0,3,0.75,10,23,-13,-0.93,-0.42,15.1,24.0,-8.9,-0.63,-0.28,0,21,18,2,3,10,0,0,0,82,21,28,42.9,3.0,13.0,6.0,46.2,0.93,0.43,0.23,0.5,11.6,0.0,0.22,0.1,0.1
171,Andre Gray,JAM,FW,Watford,28,1991,23,7,755,8.4,2,0,2,0,0,1,0,0.24,0.0,0.24,0.24,0.24,2.4,2.4,1.8,4.2,0.29,0.21,0.5,0.29,0.5,98,155,63.2,1184,282,64,86,74.4,16,28,57.1,5,9,55.6,0,1.8,0.8,-1.8,10,7,8,0,13,155,150,5,0,0,1,5,0,0,0,0,0,98,0,9,17,2.03,13,0,1,2,0,1,1,0.12,0,0,0,1,0,0,4,3,0,2,2,1,3,33.3,2,4,1,3,1,5,2,0,231,4,10,83,141,38,231,6,11,54.5,31,14,171,57,33,22.1,72.0,2,16,16.0,14,0.65,6,17,-11,-1.31,-0.74,11.8,14.1,-2.3,-0.27,-0.04,0,10,1,6,5,3,0,0,0,26,16,30,34.8,2.0,19.0,6.0,31.6,2.26,0.72,0.11,0.33,12.7,0.0,0.13,-0.4,-0.4
172,Demarai Gray,ENG,"MF,FW",Leicester City,23,1996,21,3,622,6.9,2,3,2,0,1,1,0,0.29,0.43,0.72,0.29,0.72,2.8,2.0,2.1,4.0,0.4,0.3,0.7,0.28,0.59,265,327,81.0,3789,759,177,187,94.7,55,79,69.6,21,29,72.4,3,2.1,2.1,0.9,16,10,13,5,17,327,311,15,5,1,2,31,4,6,4,1,0,265,1,14,33,4.78,28,1,1,2,1,0,6,0.87,5,0,0,0,1,0,12,6,6,6,0,6,12,50.0,6,7,0,7,5,17,4,0,435,3,37,172,234,38,434,10,25,40.0,20,19,322,52,30,18.2,74.0,0,18,22.0,11,1.76,16,6,10,1.45,0.93,11.0,6.3,4.8,0.69,0.3,0,2,10,3,31,6,1,0,0,35,2,8,20.0,2.0,22.0,7.0,31.8,3.18,1.01,0.09,0.29,19.8,3.0,0.09,-0.8,0.0
173,Jack Grealish,ENG,"FW,MF",Aston Villa,23,1995,36,36,3233,35.9,8,6,8,0,1,8,0,0.22,0.17,0.39,0.22,0.39,6.8,6.0,7.4,13.4,0.19,0.21,0.4,0.17,0.37,1219,1546,78.8,20682,5790,589,662,89.0,449,530,84.7,134,229,58.5,6,7.4,6.5,-1.4,91,102,68,7,139,1546,1329,212,80,2,17,141,29,77,51,5,5,1219,5,43,199,5.54,135,20,14,2,25,3,19,0.53,12,1,2,0,3,1,29,19,12,12,5,13,34,38.2,21,33,12,21,22,51,22,1,1926,44,290,751,930,130,1925,73,117,62.4,71,59,1429,150,90,94.5,90.0,35,0,0.0,0,0.97,39,63,-24,-0.67,0.29,42.6,62.7,-20.1,-0.56,1.07,0,34,167,4,141,19,0,0,0,188,20,26,43.5,8.0,72.0,23.0,31.9,2.0,0.64,0.11,0.35,18.5,1.0,0.08,1.2,2.0
174,Mason Greenwood,ENG,FW,Manchester Utd,17,2001,31,12,1320,14.7,10,1,10,0,0,0,0,0.68,0.07,0.75,0.68,0.75,2.9,2.9,1.0,3.9,0.2,0.07,0.27,0.2,0.27,427,506,84.4,5924,1034,257,287,89.5,122,137,89.1,23,35,65.7,1,1.0,1.1,0.0,14,18,10,0,21,506,501,4,0,2,6,10,0,1,0,0,0,427,1,12,40,2.73,35,0,3,1,1,0,6,0.41,6,0,0,0,0,0,17,11,5,6,6,5,20,25.0,15,9,0,9,6,23,6,1,630,9,65,270,305,58,630,21,32,65.6,25,15,504,89,43,38.6,79.0,3,19,19.0,6,1.61,35,13,22,1.5,1.16,25.5,12.4,13.0,0.89,0.4,0,12,8,3,10,11,0,0,0,62,5,18,21.7,10.0,39.0,20.0,51.3,2.66,1.36,0.26,0.5,17.0,0.0,0.07,7.1,7.1
175,Arnaut Groeneveld,NED,MF,Bournemouth,22,1997,14,6,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.4,0.17,0.03,0.2,0.17,0.2,183,233,78.5,2768,574,99,118,83.9,66,79,83.5,12,19,63.2,0,0.2,0.3,-0.2,5,11,4,1,11,233,225,7,3,0,1,9,2,2,2,0,0,183,1,9,13,1.86,9,1,2,0,1,0,1,0.14,0,0,1,0,0,0,4,2,3,1,0,1,4,25.0,3,2,0,2,8,12,4,1,299,3,58,136,114,23,299,21,38,55.3,12,14,238,39,45,18.4,68.0,2,8,28.0,5,0.43,4,12,-8,-1.14,-0.59,5.7,11.5,-5.8,-0.83,-0.46,0,0,5,6,9,2,0,0,0,29,2,11,15.4,0.0,13.0,4.0,30.8,1.86,0.57,0.0,0.0,19.0,1.0,0.09,-1.2,-1.2
176,Pascal Gross,GER,"MF,FW",Brighton,28,1991,29,22,1796,20.0,2,4,2,0,0,4,0,0.1,0.2,0.3,0.1,0.3,1.6,1.6,5.3,6.9,0.08,0.26,0.34,0.08,0.34,765,1059,72.2,13347,3860,383,435,88.0,260,325,80.0,97,211,46.0,4,5.3,4.7,-1.3,59,53,34,10,81,1059,901,149,50,5,11,146,5,81,34,37,0,765,9,31,101,5.06,60,33,3,2,2,1,7,0.35,3,4,0,0,0,0,36,13,8,21,7,14,39,35.9,25,25,3,22,9,45,7,0,1238,16,112,543,587,48,1238,6,14,42.9,35,20,841,165,62,52.5,76.0,8,7,19.0,9,1.07,21,32,-11,-0.55,-0.33,24.4,29.0,-4.5,-0.23,0.05,0,23,13,8,146,13,0,0,1,83,18,29,38.3,2.0,29.0,9.0,31.0,1.45,0.45,0.07,0.22,22.6,4.0,0.06,0.4,0.4
178,Matteo Guendouzi,FRA,MF,Arsenal,20,1999,24,19,1748,19.4,0,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,0.8,0.8,1.1,1.9,0.04,0.06,0.1,0.04,0.1,1027,1170,87.8,18529,5466,430,467,92.1,448,483,92.8,120,144,83.3,1,1.1,1.6,-0.1,12,141,20,1,112,1170,1133,33,23,7,8,6,8,1,0,0,0,1027,4,20,41,2.11,31,0,1,3,4,2,2,0.1,1,0,0,0,1,0,31,16,14,13,4,14,43,32.6,29,21,7,14,29,60,38,2,1384,70,350,784,270,17,1384,24,43,55.8,20,21,1011,24,73,51.1,87.0,15,5,21.0,5,1.29,24,31,-7,-0.36,-1.17,23.9,28.7,-4.8,-0.25,-0.06,0,17,49,0,6,16,1,0,0,117,12,16,42.9,0.0,11.0,5.0,45.5,0.57,0.26,0.0,0.0,22.2,0.0,0.07,-0.8,-0.8
179,Frederic Guilbert,FRA,"DF,MF",Aston Villa,24,1994,25,22,2041,22.7,0,2,0,0,0,7,0,0.0,0.09,0.09,0.0,0.09,0.3,0.3,1.5,1.9,0.02,0.07,0.08,0.02,0.08,679,1046,64.9,11643,4659,355,445,79.8,242,365,66.3,68,169,40.2,2,1.5,0.9,0.5,13,66,21,14,56,1046,824,216,15,0,8,91,200,1,0,0,0,679,6,35,45,1.98,33,5,0,1,0,6,6,0.26,4,1,0,0,0,1,74,43,48,20,6,36,67,53.7,31,33,10,23,49,123,74,2,1365,105,439,585,353,10,1365,23,48,47.9,30,14,633,50,82,59.7,88.0,19,3,35.0,6,1.04,29,36,-7,-0.31,0.93,27.8,43.3,-15.4,-0.68,-0.15,0,36,21,2,91,43,0,0,0,104,46,68,40.4,0.0,8.0,3.0,37.5,0.35,0.13,0.0,0.0,21.8,0.0,0.04,-0.3,-0.3
180,Ilkay Gundogan,GER,MF,Manchester City,28,1990,31,21,2020,22.4,2,1,1,1,2,7,0,0.09,0.04,0.13,0.04,0.09,4.0,2.4,2.1,4.5,0.18,0.1,0.27,0.11,0.2,1808,1990,90.9,28970,6374,956,1018,93.9,615,654,94.0,163,202,80.7,1,2.1,3.3,-1.1,33,180,31,2,122,1990,1924,64,30,7,8,30,5,23,10,3,0,1808,2,15,79,3.52,69,3,0,3,3,1,3,0.13,3,0,0,0,0,0,27,16,9,11,7,9,41,22.0,32,17,5,12,31,58,13,0,2160,55,290,1326,560,41,2158,18,24,75.0,15,11,1748,48,65,59.1,84.0,16,10,25.0,5,2.03,50,28,22,0.98,-1.91,49.7,26.0,23.6,1.05,-1.01,0,16,14,2,30,16,0,1,0,137,11,15,42.3,2.0,31.0,6.0,19.4,1.38,0.27,0.03,0.17,21.5,2.0,0.08,-2.0,-1.4
182,Sebastien Haller,CIV,FW,West Ham,25,1994,32,24,2266,25.2,7,1,7,0,0,1,0,0.28,0.04,0.32,0.28,0.32,8.0,8.0,2.5,10.5,0.32,0.1,0.42,0.32,0.42,506,779,65.0,6620,1336,327,475,68.8,122,181,67.4,25,37,67.6,1,2.5,2.3,-1.5,24,52,13,0,40,779,745,30,0,2,4,8,0,0,0,0,0,506,4,15,51,2.03,40,0,1,5,3,2,8,0.32,4,0,0,2,2,0,22,15,8,10,4,3,30,10.0,27,19,5,14,8,30,27,0,1053,35,90,571,400,117,1053,24,40,60.0,60,35,811,152,71,66.3,87.0,20,8,23.0,1,1.06,31,41,-10,-0.4,-0.16,32.0,44.6,-12.5,-0.5,-0.29,0,46,38,18,8,15,1,0,0,65,213,200,51.6,7.0,56.0,26.0,46.4,2.22,1.03,0.13,0.27,11.4,0.0,0.14,-1.0,-1.0
183,Grant Hanley,SCO,DF,Norwich City,27,1991,15,14,1262,14.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.04,0.0,0.04,0.04,0.04,545,661,82.5,10121,3168,210,228,92.1,272,305,89.2,54,106,50.9,0,0.0,0.0,0.0,0,18,0,0,15,661,631,27,27,0,4,0,0,0,0,0,0,545,3,3,4,0.29,1,0,0,0,0,3,0,0.0,0,0,0,0,0,0,24,15,17,7,0,8,14,57.1,6,25,18,7,31,55,77,1,850,135,524,316,14,10,850,2,3,66.7,5,2,516,0,84,36.9,89.0,13,1,13.0,3,0.8,12,25,-13,-0.93,0.57,15.3,22.5,-7.2,-0.51,0.41,0,12,20,0,0,15,0,0,1,56,43,17,71.7,0.0,8.0,2.0,25.0,0.57,0.14,0.0,0.0,10.3,0.0,0.08,-0.6,-0.6
184,Kortney Hause,ENG,DF,Aston Villa,24,1995,18,17,1545,17.2,1,0,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,2.5,2.5,0.5,2.9,0.14,0.03,0.17,0.14,0.17,607,825,73.6,11420,4829,248,303,81.8,275,323,85.1,77,163,47.2,0,0.5,0.3,-0.5,2,44,1,0,36,825,785,36,14,1,8,0,22,0,0,0,0,607,4,11,9,0.52,7,0,0,1,0,1,1,0.06,0,0,0,1,0,0,21,9,15,5,1,8,15,53.3,7,27,19,8,20,41,98,4,1056,161,550,465,46,27,1056,9,13,69.2,13,7,557,2,86,45.2,90.0,17,1,15.0,2,0.72,14,34,-20,-1.17,-0.88,17.8,30.7,-12.9,-0.75,-0.24,0,24,9,1,0,9,0,0,0,109,99,35,73.9,1.0,20.0,3.0,15.0,1.17,0.17,0.05,0.33,8.3,0.0,0.13,-1.5,-1.5
185,Isaac Hayden,ENG,MF,Newcastle Utd,24,1995,29,26,2223,24.7,1,2,1,0,0,4,1,0.04,0.08,0.12,0.04,0.12,1.2,1.2,2.3,3.5,0.05,0.09,0.14,0.05,0.14,645,853,75.6,9410,2243,368,441,83.4,213,258,82.6,31,65,47.7,2,2.3,1.1,-0.3,15,37,12,7,36,853,800,50,10,1,2,38,11,0,0,0,0,645,3,25,35,1.42,25,1,2,2,2,3,3,0.12,1,0,0,0,1,1,55,27,33,17,5,20,50,40.0,30,24,7,17,38,93,38,0,1108,51,279,618,226,28,1108,27,43,62.8,28,17,613,17,77,65.0,83.0,20,3,19.0,2,1.34,26,32,-6,-0.24,0.81,25.6,43.1,-17.6,-0.71,0.23,0,25,21,2,38,27,0,0,0,114,49,33,59.8,1.0,18.0,3.0,16.7,0.73,0.12,0.06,0.33,20.9,0.0,0.07,-0.2,-0.2
188,Jordan Henderson,ENG,MF,Liverpool,29,1990,30,26,2238,24.9,4,5,4,0,0,2,0,0.16,0.2,0.36,0.16,0.36,1.1,1.1,3.1,4.2,0.04,0.13,0.17,0.04,0.17,1593,1933,82.4,28192,7061,692,759,91.2,653,769,84.9,187,289,64.7,5,3.1,3.6,1.9,24,173,31,7,127,1933,1883,46,14,7,21,58,15,1,0,0,0,1593,4,24,52,2.09,44,1,2,3,2,0,6,0.24,5,0,0,1,0,0,63,41,18,33,12,22,55,40.0,33,22,4,18,30,93,21,2,2144,29,291,1392,479,43,2144,17,28,60.7,25,6,1579,48,75,65.4,84.0,16,4,16.0,1,2.77,54,14,40,1.61,0.69,45.1,22.7,22.4,0.9,0.23,0,31,12,0,58,41,0,0,0,183,24,10,70.6,4.0,20.0,8.0,40.0,0.8,0.32,0.2,0.5,19.2,1.0,0.05,2.9,2.9
189,Jeff Hendrick,IRL,MF,Burnley,27,1992,24,22,1931,21.5,2,2,2,0,0,8,0,0.09,0.09,0.19,0.09,0.19,1.7,1.7,1.6,3.3,0.08,0.07,0.16,0.08,0.16,424,588,72.1,6168,1588,248,285,87.0,136,180,75.6,24,58,41.4,2,1.6,1.8,0.4,14,28,10,2,37,588,545,36,4,1,1,30,6,6,6,0,0,424,7,24,37,1.72,26,3,2,2,4,0,3,0.14,2,0,0,0,1,0,18,10,7,8,3,7,27,25.9,20,21,8,13,20,38,20,0,799,34,143,412,253,36,799,22,47,46.8,39,29,461,51,80,56.5,86.0,16,2,19.0,4,1.5,25,30,-5,-0.23,-0.11,29.7,29.9,-0.2,-0.01,0.12,0,17,16,4,30,10,0,0,0,107,25,17,59.5,2.0,22.0,6.0,27.3,1.03,0.28,0.09,0.33,18.9,1.0,0.08,0.3,0.3
191,Javier Hernandez,MEX,FW,West Ham,31,1988,2,1,107,1.2,1,0,1,0,0,0,0,0.84,0.0,0.84,0.84,0.84,1.0,1.0,0.0,1.0,0.82,0.0,0.82,0.82,0.82,17,20,85.0,243,55,6,7,85.7,8,9,88.9,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,2,20,18,2,0,0,0,0,0,0,0,0,0,17,0,1,2,1.68,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,26,0,1,14,11,4,26,0,0,0.0,1,1,17,1,54,3.1,82.0,0,1,25.0,0,0.5,1,4,-3,-2.52,-2.25,1.2,3.8,-2.6,-2.17,-1.82,0,0,0,2,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,66.7,2.52,1.68,0.33,0.5,17.3,1.0,0.33,0.0,0.0
192,Onel Hernandez,CUB,"FW,MF",Norwich City,26,1993,26,14,1384,15.4,1,2,1,0,0,0,0,0.07,0.13,0.2,0.07,0.2,2.2,2.2,0.9,3.2,0.15,0.06,0.21,0.15,0.21,247,345,71.6,2999,553,158,188,84.0,69,94,73.4,1,14,7.1,2,0.9,1.0,1.1,19,6,10,1,16,345,335,10,0,0,0,26,8,1,0,0,0,247,0,13,45,2.93,26,2,12,3,2,0,5,0.33,3,0,2,0,0,0,27,19,13,11,3,9,31,29.0,22,12,1,11,19,46,10,0,555,16,94,183,296,71,555,42,76,55.3,39,36,351,85,53,40.5,83.0,6,12,19.0,2,0.35,10,32,-22,-1.43,-0.24,10.4,26.9,-16.5,-1.07,-0.5,0,14,18,8,26,19,0,0,0,75,6,27,18.2,1.0,29.0,8.0,27.6,1.89,0.52,0.03,0.13,18.2,0.0,0.08,-1.2,-1.2
